model,base_model,reasoning,family,language,puzzle,truncated,n_correct_cells,n_cells,solved,params_b,log10_resource
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,937,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,808,0,0,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,980,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,692,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,705,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,486,0,6,6,1,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,605,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,797,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,654,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,101,0,0,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,894,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,1021,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,37,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,279,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,571,0,1,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,1014,0,0,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,514,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,350,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,730,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,1015,0,0,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,23,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,508,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,276,0,0,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,301,0,6,6,1,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,854,0,0,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,703,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,938,0,6,6,1,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,600,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,553,0,0,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,322,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,868,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,686,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,770,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,974,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,643,0,3,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,343,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,604,0,0,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,86,0,0,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,195,0,6,6,1,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,303,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,78,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,512,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,63,0,6,6,1,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,942,0,6,6,1,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,901,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,409,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,169,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,588,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,856,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,461,0,6,6,1,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,758,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,1011,0,6,6,1,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,831,0,6,6,1,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,968,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,873,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,787,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,572,0,5,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,329,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,969,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,718,0,0,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,170,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,972,0,0,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,912,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,463,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,516,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,857,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,492,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,218,0,6,6,1,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,407,0,0,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,91,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,176,0,0,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,221,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,390,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,1023,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,815,0,6,6,1,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,174,0,0,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,474,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,418,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,653,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,477,0,6,6,1,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,911,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,566,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,669,0,0,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,936,0,3,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,634,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,751,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,229,0,0,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,42,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,184,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,869,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,58,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,372,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,753,0,3,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,30,0,6,6,1,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,191,0,0,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,590,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,589,0,6,6,1,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,511,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,538,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,958,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,1005,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,220,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,897,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,428,0,6,6,1,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,591,0,6,6,1,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,3,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,693,0,3,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,502,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,992,0,0,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,710,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,919,0,3,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,716,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,941,0,3,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,959,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,985,0,5,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,656,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,593,0,6,6,1,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,366,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,597,0,3,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,104,0,1,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,627,0,1,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,237,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,541,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,762,0,0,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,239,0,6,6,1,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,930,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,7,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,902,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,113,0,3,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,139,0,3,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,359,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,14,0,6,6,1,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,319,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,351,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,1001,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,794,0,3,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,114,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,60,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,663,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,338,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,206,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,771,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,587,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,462,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,253,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,796,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,68,0,0,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,1019,0,0,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,675,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,672,0,6,6,1,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,370,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,247,0,0,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,194,0,5,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,321,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,5,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,829,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,219,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,543,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,860,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,128,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,792,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,971,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,895,0,5,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,280,0,6,6,1,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,697,0,6,6,1,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,490,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,211,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,453,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,666,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,884,0,0,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,507,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,233,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,432,0,3,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,1017,0,0,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,568,0,6,6,1,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,156,0,0,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,844,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,259,0,0,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,79,0,6,6,1,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,556,0,6,6,1,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,598,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,312,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,198,0,0,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,676,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,835,0,0,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,171,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,32,0,0,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,778,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,132,0,6,6,1,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,141,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,71,0,6,6,1,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,290,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,742,0,0,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,64,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,302,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,689,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,618,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,578,0,6,6,1,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,638,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,94,0,6,6,1,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,148,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,22,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,286,0,6,6,1,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,35,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,586,0,4,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,109,0,2,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,66,0,5,6,0,22.637,8.9465
EuroLLM-22B-Instruct-2512,EuroLLM-22B-Instruct-2512,off,EuroLLM,eng,749,0,2,6,0,22.637,8.9465
